latitude,longitude,target_speed,way_maxspeed,speed_osrm,elevation,fwd_azimuth,way_type,way_surface,node:intersection,node:railway,node:crossing,node:highway,node:stop,start_stop,azimuth_diff,elevation_diff
50.54478848287756,15.040497100279293,37.545613421545774,130.0,28.846153846153847,246.59448282834296,35.51416462425652,motorway,asphalt,,,,,,0,0.0,0.0266082850828297
50.54479580015358,15.040505295641369,37.548019273967945,130.0,28.846153846153847,246.6210911134258,35.51416462425652,motorway,asphalt,,,,,,0,0.0,0.0266082850828297
50.54480311742902,15.04051349100599,37.55042512639013,130.0,28.846153846153847,246.64769939850865,35.51416462425652,motorway,asphalt,,,,,,0,0.0,0.0266082850828297
50.54481043470386,15.04052168637314,37.552830978812295,130.0,28.846153846153847,246.67430768359145,35.51416462425652,motorway,asphalt,,,,,,0,0.0,0.0266082850828297
50.54481775197813,15.040529881742833,37.55523683123448,130.0,28.846153846153847,246.70091596867428,35.51416462425652,motorway,asphalt,,,,,,0,0.0,0.0266082850828297
50.54482506925181,15.040538077115052,37.55764268365665,130.0,28.846153846153847,246.7275242537571,35.51416462425652,motorway,asphalt,,,,,,0,0.0,0.0266082850828297
50.54483238652491,15.040546272489822,37.56004853607882,130.0,28.846153846153847,246.75413253884,35.51416462425652,motorway,asphalt,,,,,,0,0.0,0.0266082850828297
50.544839703797415,15.040554467867118,37.562454388501,130.0,28.846153846153847,246.7807408239228,35.51416462425652,motorway,asphalt,,,,,,0,0.0,0.0266082850828581
50.544847021069344,15.040562663246952,37.56486024092317,130.0,28.846153846153847,246.80734910900563,35.51416462425652,motorway,asphalt,,,,,,0,0.0,0.0266082850828297
50.54485433834068,15.040570858629325,37.56726609334535,130.0,28.846153846153847,246.8339573940885,35.51416462425652,motorway,asphalt,,,,,,0,0.0,0.0266082850828297
50.54486165561143,15.040579054014236,37.56967194576752,130.0,28.846153846153847,246.8605656791713,35.51416462425652,motorway,asphalt,,,,,,0,0.0,0.0266082850828297
50.5448689728816,15.040587249401678,37.5720777981897,130.0,28.846153846153847,246.8871739642541,35.51416462425652,motorway,asphalt,,,,,,0,0.0,0.0266082850828297
50.54487629015117,15.040595444791666,37.574483650611874,130.0,28.846153846153847,246.9137822493369,35.51416462425652,motorway,asphalt,,,,,,0,0.0,0.0266082850828297
50.54488360742016,15.04060364018418,37.57688950303405,130.0,28.846153846153847,246.94039053441972,35.51416462425652,motorway,asphalt,,,,,,0,0.0,0.0266082850828297
